UserID,Age,Income,EmploymentStatus,Occupation,EducationLevel,FamilySize,Location,RiskTolerance,SavingsAmount,InvestmentTypes,InvestmentAmount,DebtAmount,CreditScore,Expenses,ExpenseCategories,FinancialGoals,BudgetPlan,TransactionID,TransactionDate,TransactionAmount,TransactionType,MerchantCategory,PaymentMethod,PortfolioID,AssetClass,AssetValue,ReturnRate,Liquidity
279429,25,58371.154004465636,Unemployed,Corporate treasurer,High School,3,Vanuatu,High,7131.991135515495,ETFs,81248.55,19692.52,696,22924.11,Transportation,Wife his actually player population.,Various quite expert offer relationship group threat.,f493e42d-5ce9-4705-9af9-6a92bde5ce65,2023-04-05,6305.24,Credit,Entertainment,Check,e387c6af-162a-4916-a5e8-21e80a6d80a5,ETFs,30485.28,0.044,0.5
525463,54,53071.96409373966,Unemployed,Recycling officer,Bachelor,4,Indonesia,Low,10509.281476309934,Stocks,26991.21,3582.84,760,145808.43,Misc,Medical resource anyone modern.,Weight poor reach close.,0ac4b325-27b2-499c-8216-791a66a42c4a,2022-03-15,5467.5,Transfer,Misc,Cash,5f298105-8b88-4188-b5aa-d241256107a0,ETFs,37439.07,-0.06,0.59
814023,33,80886.19094440255,Unemployed,Soil scientist,High School,2,Cote d'Ivoire,Medium,10823.804206182584,Mutual Funds,17033.86,24415.47,543,123133.79,Housing,Group adult all fall collection serve.,Six specific or situation role authority.,96d86d6f-dfdf-4e1d-bc89-a3e0deb38afc,2023-09-03,9564.3,Credit,Transportation,Credit Card,a66b2642-519f-491d-98bb-c10124266ead,Real Estate,29556.19,-0.04,0.4
813604,55,51933.33928335508,Employed,"Engineer, electrical",None,4,China,Medium,10254.43850928009,Cryptocurrency,13776.33,37021.46,802,100715.77,Entertainment,Interesting look second during forget not.,Property skill particularly message.,e33ae6c0-6ec3-4a40-a995-990937e3b0a9,2022-05-23,7295.13,Transfer,Housing,Cash,0b4d8a60-3c45-4870-bb34-75e495b64faa,Bonds,22457.62,0.108,0.31
698896,56,61776.55302043465,Retired,"Teacher, secondary school",College,3,Tuvalu,Medium,10866.708321852042,Stocks,46069.38,29321.45,556,148857.22,Healthcare,Size energy feel almost whatever have ago.,Source pull finish cell away.,5881f6ce-e708-4c5a-86e8-77cf0ea72189,2020-12-11,8663.12,Credit,Housing,Credit Card,1e1a0f17-55bd-4447-acd7-c6a21f3fd66a,Mutual Funds,43762.86,-0.037,0.08
569045,20,60417.87875738839,Student,Retail buyer,College,5,Sri Lanka,Low,11219.765989542502,Mutual Funds,12628.87,11084.7,653,10292.22,Food,Car outside wife manage same without senior.,Region skill position treat memory discuss general floor.,3deeaca5-ab7c-49d4-bcd4-f5b50e64b656,2021-04-22,4617.79,Credit,Housing,Electronic,59ffea31-59e0-45e7-9533-9fa07672c11f,ETFs,31277.6,-0.184,0.55
365145,57,59276.2473866999,Employed,Product/process development scientist,High School,1,Cyprus,Low,8883.988726825974,Mutual Funds,86189.49,30426.12,765,34860.23,Housing,Story deep light hospital west how similar.,Last door culture paper.,359212f2-30c8-4690-a61a-4b6e41b501d1,2023-04-28,5511.98,Credit,Food,Cash,2d830d3a-fe11-40d4-963c-3018d6bb9d47,Stocks,27348.62,0.044,0.68
389170,23,65942.54282303565,Unemployed,Medical illustrator,None,6,Antarctica (the territory South of 60 deg S),High,9483.726199254763,Mutual Funds,75303.48,38392.2,790,28687.66,Education,By science claim seat.,Rise really well.,f356fcfb-6c5f-439c-aee0-c95516cbd4ce,2020-02-12,969.88,Debit,Housing,Cash,d567032b-3f85-4eda-bc41-512b4409de9b,Mutual Funds,43811.81,0.073,0.32
279107,44,55669.18764228173,Self-employed,Naval architect,PhD,5,Norway,High,9120.727977839644,Bonds,88779.84,18456.63,456,147718.15,Misc,Always determine pay foot fall coach night.,Behind resource else care almost.,0eabb742-1ba6-445c-a1ff-94098ca49d7c,2020-09-15,797.11,Credit,Education,Check,b277f846-f524-45ab-bba0-93f00dd56b07,Stocks,7964.06,0.01,0.22
965323,60,42790.13979359291,Unemployed,Art therapist,High School,2,Myanmar,Low,10104.432441479808,Bonds,96583.63,16992.55,765,61347.38,Food,Teach production some heavy share.,None civil break.,174a693d-540a-4424-b67f-e018ef1a9db2,2023-03-08,2709.43,Credit,Transportation,Cash,f4bd33c7-acf8-41c9-a0a9-c9b6daad0f99,Bonds,32301.67,-0.106,0.96
153268,55,43594.23176278824,Retired,"Scientist, biomedical",Master,4,Tunisia,High,11153.504528593417,Mutual Funds,41329.39,41161.91,849,105992.64,Food,Difficult seat land character.,Big real Mrs.,5b9d0a85-21ad-4e33-80ab-577486c652d5,2022-08-11,5170.2,Credit,Education,Electronic,bcc9da2a-77d2-467e-afa9-b49331d5f9a4,Mutual Funds,15825.1,-0.085,0.79
340975,54,59017.40189352005,Unemployed,"Librarian, public",College,6,Antarctica (the territory South of 60 deg S),Medium,6918.192959802613,Stocks,44677.97,30528.33,668,125746.03,Food,Within believe indicate.,Analysis free authority pull.,561d6064-f518-442d-81bf-84bf40a549b6,2020-04-12,9952.77,Debit,Entertainment,Check,1c8cf3e1-b39d-4511-88f1-e490c83bb7af,Real Estate,39120.91,-0.094,0.28
856348,51,43697.25686598705,Retired,Pensions consultant,Bachelor,4,Bosnia and Herzegovina,Medium,8124.018098380315,Stocks,12237.33,37584.22,529,60015.07,Education,Five together deal brother late stay whom.,Find human drive manage.,0137639e-1625-41f3-b97c-6127a2777ea2,2023-02-09,7872.98,Debit,Misc,Electronic,fc73e01f-efab-4af8-8c5d-8eb36da13b2e,Bonds,14083.47,-0.193,0.43
517588,38,38614.62651968507,Self-employed,Charity officer,Bachelor,1,Antigua and Barbuda,Low,8411.424516218829,ETFs,52758.89,45729.3,447,90079.62,Transportation,Group fine set site popular can true.,Him case join couple take.,585d9edd-0407-4eeb-ade7-dd959bab7fec,2023-10-13,8397.51,Debit,Education,Credit Card,5378396e-72a2-4e4e-bf3a-b447d8b88325,Stocks,21891.23,0.085,0.31
158093,34,63192.9068307569,Student,Records manager,Bachelor,6,Cayman Islands,Medium,12788.455303625622,Bonds,57788.47,32278.86,593,15660.18,Transportation,Perform national result result drive.,Relationship husband wide picture but exactly.,a4dee522-8f42-4830-8e0c-c3d76c9620c1,2020-05-27,6225.85,Debit,Entertainment,Credit Card,9e363e54-c61f-49af-9822-ce26c7162685,Real Estate,15304.2,-0.139,0.31
604660,31,52350.68347737434,Unemployed,Community education officer,None,5,Japan,Medium,11232.523892160025,ETFs,66126.9,6904.0,478,135003.16,Education,Unit serious reflect record everyone factor not view.,Protect impact table federal write officer.,c81eaf33-5d62-49a9-9305-030ca457cdd4,2023-03-06,9191.25,Transfer,Housing,Credit Card,37fcd911-10ff-4ebf-b561-7dd84f875e06,Mutual Funds,21188.67,0.174,0.45
660520,60,49719.37217758954,Retired,Chiropodist,None,1,Egypt,High,12491.108742483926,Stocks,97634.95,9398.53,697,56219.84,Food,Subject follow already mention somebody.,Yeah pretty protect activity pressure.,e8ab22b4-88d2-4b83-bd24-7c0373476e30,2023-12-23,6266.27,Debit,Healthcare,Electronic,87dae48d-a875-4659-8dd3-1d01239a1ebd,Real Estate,24178.41,0.136,0.92
904260,63,48856.77402012626,Student,Restaurant manager,PhD,2,Saint Pierre and Miquelon,Low,5945.712443948309,Stocks,32191.14,10561.62,563,15451.91,Housing,Position spring price market.,Factor go particularly get strong chance.,473295dc-4188-4388-97ac-5c8aee886d1c,2023-01-14,9471.9,Debit,Misc,Electronic,ad6bd782-8fd1-46f4-9914-f6ac94232613,Bonds,40700.06,0.178,0.51
458250,38,36665.49937227374,Self-employed,Electrical engineer,College,5,Guinea-Bissau,High,8829.900704465093,Bonds,73086.46,21770.03,464,91600.89,Entertainment,Own skill and idea wrong enjoy.,Answer fire turn scientist week her.,7e727667-3ebc-465b-9526-e23e28e3c73f,2023-12-10,5459.6,Debit,Misc,Credit Card,0348af49-6637-49cc-b33d-a6a645e27b5f,Stocks,2212.25,0.195,0.76
406556,33,81650.16192129705,Retired,Special effects artist,None,6,Kuwait,Medium,12331.791872231672,Real Estate,22583.05,16979.33,676,148345.85,Education,Main like manager director pretty.,Well better new suffer wife put together.,8d1919b5-ef7a-448f-9ec3-c3d87b67ad7f,2020-06-03,6165.07,Transfer,Healthcare,Electronic,c084a746-f39f-42cb-b753-2f3d99282396,Mutual Funds,38302.85,-0.048,0.41
870645,34,44264.39201160679,Self-employed,"Designer, jewellery",PhD,5,Yemen,Low,9620.244881787386,Cryptocurrency,26381.2,32702.25,321,96010.87,Misc,Find physical minute drug physical.,Behind great truth happy answer country.,ece9701d-ba57-4d08-b1b5-a153b1ab7152,2023-09-01,5384.5,Transfer,Transportation,Cash,bc2b5edb-bb9f-4e9f-b986-f9fcc5616fda,Bonds,12363.22,0.085,0.49
669222,43,74681.23683683755,Self-employed,Archaeologist,Master,2,Christmas Island,Low,8400.76238372578,Mutual Funds,29623.42,21285.57,742,125000.17,Education,Trouble five senior me degree avoid.,Near yes hour once.,9102a6e7-6015-4c4a-9d6b-d07b50bbf9fe,2022-03-08,8047.86,Debit,Education,Electronic,6020d078-4017-46e4-bf42-cfe163dcffa3,Real Estate,38835.41,-0.121,0.0
944113,26,81389.95290517164,Employed,Animal nutritionist,PhD,4,Mongolia,Medium,10758.789961243701,Real Estate,8279.43,14248.21,607,36914.74,Transportation,Minute factor every painting.,Machine through staff imagine.,f35f75eb-4a05-406d-8836-4dca1184be89,2020-04-17,2490.51,Transfer,Food,Check,8294677c-ff4b-4574-8af2-867aa915dc48,Real Estate,36555.83,-0.016,0.72
297802,60,52790.23805525595,Student,Rural practice surveyor,College,4,Dominican Republic,Medium,10923.702894478622,ETFs,55851.52,19340.78,447,33790.81,Housing,West then remain board.,Understand catch week.,af01d01e-71c0-4278-8e8f-189f919ac7cf,2022-08-14,9752.58,Debit,Housing,Check,fbad7834-26df-4dae-beb6-71f9fba04f86,Cryptocurrency,21936.38,-0.12,0.73
311459,59,48755.375773512074,Employed,Occupational therapist,PhD,3,Iraq,Low,10033.999222799988,Stocks,87287.23,41063.75,343,64720.98,Misc,Difficult agent cause.,Material student entire film join become growth school.,addb1ebd-ce58-48ab-8a6d-c940a87ee320,2020-05-07,3958.88,Transfer,Transportation,Credit Card,98240aea-8874-415b-b44d-2c7446736bfd,Bonds,15609.99,0.078,0.41
114047,37,81328.79904610474,Self-employed,Occupational hygienist,College,4,Seychelles,Medium,9049.804824992527,Real Estate,65948.08,1741.33,770,149087.36,Transportation,Office town leg quite color picture tell.,Eight body police where movie pick.,9363af39-9555-40a8-bdf5-8edc8e5ffa15,2021-11-29,6185.83,Credit,Entertainment,Cash,2fff376a-da1b-4fce-b7ff-31925b881dda,Real Estate,2060.8,-0.149,0.67
700692,47,73327.8993445812,Retired,Analytical chemist,Master,1,Georgia,Medium,8212.772885947865,Mutual Funds,73526.83,47925.64,720,25055.39,Healthcare,Culture gun direction sport reach production result religious.,Hot action structure deep his wish how.,096d6920-e47a-4ab0-b960-e4485e3411bb,2023-05-21,4404.03,Credit,Transportation,Credit Card,8dee0ffd-0f01-4f60-b703-8c60e5e4511c,Stocks,22168.31,-0.165,0.86
490555,38,49171.0150254276,Unemployed,Energy manager,Master,2,Sweden,Low,9098.04159118796,Cryptocurrency,20589.12,21086.84,532,93071.82,Entertainment,Despite treat now quality production.,Protect surface tonight state management west never.,b4413c9f-4f10-4d5e-91ce-db1d9ff5957b,2021-05-17,9303.17,Debit,Housing,Cash,8dcd5676-d40a-4317-9e09-a251feddf57a,Bonds,46943.95,-0.17,0.83
632350,66,78478.06820832791,Employed,"Editor, commissioning",Master,4,Thailand,Low,8666.738353827926,Real Estate,7801.67,8177.14,711,96160.91,Housing,High significant by.,Too end matter religious yeah the.,29553d2d-ca8c-4177-bb1f-cdc5348c3f31,2023-11-17,3812.24,Credit,Healthcare,Electronic,ca9b1073-6b34-4fca-bac4-a74dc494a25e,Bonds,31044.64,-0.097,0.55
617379,22,77793.0377390515,Unemployed,Food technologist,High School,5,Myanmar,High,7853.777898506691,Mutual Funds,97176.52,34116.99,428,83652.25,Education,Ball open base production room.,Job gas walk son chair.,c36654e3-7adf-4312-9028-5b9dc140389e,2020-09-22,3124.19,Transfer,Transportation,Check,db0664c0-e1c4-4edb-b8f8-1d73b4967cf7,ETFs,24508.53,0.194,0.15
248644,18,50713.60682058029,Employed,"Editor, film/video",Bachelor,6,Pitcairn Islands,High,12942.766348853598,Real Estate,6026.69,41711.62,661,126452.31,Transportation,Western kitchen Mr her billion type least.,Now too no nation establish.,9f6ec25f-ee3c-470d-86ec-6de97e16de2f,2021-03-06,8925.34,Transfer,Misc,Electronic,fb986b2d-177a-45ee-a49d-ab31bfb42188,Stocks,38160.74,0.081,0.61
349464,47,69783.99066726354,Student,Land,PhD,2,Somalia,High,12310.863330409715,Mutual Funds,1312.81,23246.14,513,49822.28,Entertainment,Yard executive former onto art.,Wrong TV boy employee campaign.,9a1c378a-ddf2-49d9-adfa-4b8c8235ee1e,2024-01-03,903.87,Transfer,Healthcare,Electronic,51db1f14-ee5c-497f-962b-75b6cda40a69,Stocks,25795.56,-0.017,0.74
822253,57,54452.93590671033,Unemployed,Newspaper journalist,Bachelor,4,Serbia,Medium,10948.530838051978,Real Estate,21613.55,4132.02,715,19091.95,Healthcare,Arm detail best different fly painting.,Play address traditional father.,e879d146-8224-448f-8e35-ab6774af8d85,2020-10-05,3403.51,Transfer,Food,Credit Card,271b189b-bb46-46bf-86c1-4914d18b6596,Stocks,11207.32,-0.055,0.71
682369,54,44318.309384428816,Employed,"Designer, multimedia",College,1,Zambia,High,6690.089111016954,Stocks,81851.14,34303.28,731,94863.48,Food,Trial property democratic set figure civil listen.,It story inside both drug.,199996c7-ba85-406d-abe4-4812f8fa13cd,2023-07-18,2612.93,Debit,Misc,Electronic,0d411a8b-707c-4915-b32c-29a6750a84a8,Stocks,6832.24,-0.086,0.37
326667,24,38869.68928371722,Self-employed,Cytogeneticist,Master,3,Italy,High,12129.436030965178,Stocks,18791.74,5070.25,727,46397.51,Education,Head career way street.,Pass share throw travel measure section sometimes.,37a8785f-0ce7-4422-bf96-4ec901bd8252,2024-04-03,3136.24,Transfer,Entertainment,Electronic,b6d54bd1-d73b-4d1f-b17d-0424ad9b0eae,Mutual Funds,29532.32,0.069,0.34
517224,22,78180.29854036919,Retired,Paramedic,PhD,3,Paraguay,Medium,10095.73888707876,Bonds,10453.47,43123.32,771,100084.96,Housing,Chance investment buy.,Hand tell benefit especially.,a57eb037-a362-42ac-ab0d-7a542d56b8be,2022-11-18,6599.41,Transfer,Healthcare,Credit Card,936a89e6-4dcd-4ad4-8812-4fff7c724747,Mutual Funds,25412.75,-0.031,0.6
660892,52,66330.52401607855,Self-employed,Tourist information centre manager,None,6,Madagascar,Medium,6792.5654547784525,Mutual Funds,20866.15,40177.51,763,107991.98,Healthcare,Page participant enjoy partner voice process spring.,Significant response economy travel.,a11aec87-51fc-4c83-8fcb-7228bb899586,2021-03-11,1107.35,Transfer,Education,Cash,fd306c41-4511-40fb-832a-1dab9c057521,Stocks,23197.29,0.105,0.37
841571,31,57098.606643888226,Student,"Surveyor, hydrographic",Master,6,Paraguay,Medium,12439.36142435537,ETFs,59052.31,611.22,754,23456.83,Education,Road imagine everybody.,Possible five energy model professional college feel.,700d0aad-f1dd-4dfe-bc90-0f60e6dfd4f8,2020-09-01,6137.36,Transfer,Misc,Check,15e99f29-12e1-479b-b988-03714e8a212f,Cryptocurrency,45932.83,-0.066,0.53
775559,50,43652.42739573151,Student,Pension scheme manager,College,6,Papua New Guinea,High,9045.481041363506,Bonds,52764.46,15951.29,697,94907.7,Misc,Keep budget exist total reflect.,Interview enter lawyer ball several.,917556ab-1f6f-4ccc-8270-bc1d9ba454bc,2023-08-08,7224.09,Debit,Transportation,Electronic,61dae4e4-4e5a-4909-9e5a-7b469d8409f5,Cryptocurrency,30469.58,0.115,0.62
110974,34,71974.08343056212,Employed,Film/video editor,Bachelor,2,Jordan,High,13598.78971074091,Mutual Funds,85845.88,28734.11,774,106464.48,Food,Once enter skill use.,Well foot tend some space.,56f1468a-8bcd-4055-a7d4-d444c888c00a,2021-07-12,6795.55,Debit,Entertainment,Electronic,e3e3baa0-9adf-4703-ab3d-31ab0808c6ce,Cryptocurrency,35461.74,0.035,0.28
546949,26,58870.95892725455,Self-employed,Race relations officer,High School,6,Dominican Republic,Low,12362.031389401887,Cryptocurrency,76048.8,19199.51,672,14484.72,Housing,Least value eye sign issue.,Magazine certainly sing item possible ten rather.,78e2429a-5a32-4a67-ad2c-721d3e67cbaa,2020-11-01,586.82,Transfer,Entertainment,Cash,6608a6c8-5c40-446f-9d95-34680cc7c5f1,ETFs,8217.8,-0.167,0.16
151353,40,63426.82945986119,Unemployed,Professor Emeritus,Master,6,Lesotho,High,11778.0667439283,Cryptocurrency,31182.54,22734.6,645,129301.9,Healthcare,Sometimes tonight left sign.,Hope method anyone minute.,04c5a8ff-3895-4107-a980-0e54efffb40d,2021-09-26,6874.84,Credit,Healthcare,Cash,78be5139-2cc8-4a93-a0f0-10666c119ed8,ETFs,22519.93,0.178,0.23
934269,22,64509.05284385633,Employed,Publishing copy,Bachelor,1,Uganda,High,8434.709847384229,Real Estate,45402.2,24306.97,633,103101.2,Food,For conference east star note.,Meet matter let senior sister believe let.,e7b0508c-a0eb-4f03-ba96-788977d490b9,2020-12-21,4778.09,Credit,Housing,Cash,d9540f8d-bcaf-4c0f-a4d3-1a7898db0c04,Bonds,6118.57,-0.185,0.23
192195,33,49091.63363358432,Employed,"Engineer, control and instrumentation",College,1,Congo,Medium,9996.45702711677,Real Estate,15399.89,47996.05,708,107287.23,Transportation,Past husband experience try.,Mouth top wonder box factor truth assume.,7fa137ee-b7f5-440f-a88c-d0af6b98e4bf,2021-09-09,3613.8,Debit,Healthcare,Check,9acfd6df-b269-40a6-963e-ef705724f2a7,Real Estate,20281.64,0.081,0.73
372226,41,58291.63128836798,Self-employed,Publishing copy,College,1,El Salvador,Medium,13022.576631776834,Real Estate,50451.14,20085.17,436,123437.91,Healthcare,Firm often theory box kind.,Produce score scene leave feeling single model.,e195aa6a-2686-40ec-91c1-fc237f843039,2020-01-09,6970.21,Credit,Misc,Credit Card,b2ee3f5d-9e4d-4e89-ba21-418d9bfaa187,Cryptocurrency,28418.45,-0.182,0.57
451873,36,69234.05306676177,Retired,Industrial/product designer,Bachelor,6,Russian Federation,High,7739.548335834598,ETFs,91412.53,38567.98,842,60225.27,Entertainment,Loss citizen party military recent court.,Writer continue own.,6bc5bfcb-e698-4b6e-a8b7-08c33753c4d2,2021-03-02,3815.52,Debit,Entertainment,Cash,d39b3895-1358-4b1e-b369-d9e6a202f7cb,Cryptocurrency,37408.92,-0.041,0.19
567071,28,82297.92282068144,Student,"Engineer, agricultural",Bachelor,4,Angola,Low,7649.7892612024925,ETFs,21878.48,15147.73,510,81242.62,Entertainment,Anything something alone.,Simply with both prove pay former.,cd1fac60-8da1-43b2-a96d-765268433dcb,2021-05-22,6947.97,Transfer,Education,Credit Card,9739295f-dd76-4091-9453-c5914366a61a,Stocks,35822.85,0.132,0.42
723293,46,65125.96314383826,Unemployed,Land/geomatics surveyor,Master,6,Barbados,High,11329.391148260242,Real Estate,36364.38,12932.45,551,51111.46,Misc,Full kid if and rest.,Produce building Mrs affect human simply after include.,20058451-c51f-4b28-aa25-217948e0bed7,2021-06-10,3513.26,Credit,Housing,Check,70682370-e298-4562-bdc2-f627a95d5b79,Mutual Funds,7698.55,-0.139,0.29
260986,52,54480.499909419625,Student,Systems developer,None,3,Liberia,Medium,7816.401319797023,Bonds,97506.47,31705.86,522,108792.04,Healthcare,Party huge science throughout upon lead word.,College let maintain trade.,ad8c3324-2d34-4988-bc22-eb7ff68943cd,2021-12-11,704.77,Debit,Education,Credit Card,2e25ca72-fc92-4a22-be6b-f76355097d7c,Cryptocurrency,41663.45,-0.196,0.02
340249,63,60553.017991961795,Employed,Camera operator,Master,1,Lesotho,Low,9669.336926870888,Mutual Funds,86785.88,30181.8,495,66153.16,Housing,Green arm I share rise call role.,Stock power fund discuss themselves population realize.,7474e34d-45fa-46c6-8327-d8a63488976d,2020-06-04,786.98,Credit,Housing,Cash,3571d5d0-fdff-407d-8cc0-c8a6a040f0aa,Cryptocurrency,17239.91,0.002,0.28
241119,37,70427.45116085013,Retired,Production engineer,High School,5,Tokelau,Low,8764.871496270016,Stocks,51346.4,40120.92,499,122975.22,Healthcare,Ever rest sound impact.,Right happy successful.,d5de9ab4-1e45-43dd-b08b-3b0b80c4daa1,2020-01-10,6827.98,Transfer,Healthcare,Check,b6ac1801-9e27-49ee-ba02-ae21a1d821cf,Cryptocurrency,19046.15,-0.146,0.48
520831,57,43807.209590719154,Employed,Animal nutritionist,Bachelor,6,Cocos (Keeling) Islands,High,8208.29923989389,Cryptocurrency,78002.11,22513.5,672,42917.51,Healthcare,City though receive fear while art activity.,Above win audience film upon evidence.,0c060106-0adb-48d6-9201-7d8933e5dece,2020-11-19,619.61,Debit,Entertainment,Credit Card,add2e8c7-7ca5-4a69-b713-e32f7934a957,Bonds,35555.82,-0.061,0.24
609006,69,65875.35765293044,Retired,"Lecturer, further education",High School,4,Ecuador,High,6762.2909718242045,Real Estate,18795.35,18641.27,774,147843.81,Healthcare,Natural present position.,Throughout rule movement traditional.,584fdaf4-8d7c-42a1-adc0-cbe550a0c739,2023-05-03,8325.41,Credit,Food,Electronic,d948bfb7-1a4d-439a-bb39-6b563f66f43d,Stocks,15910.69,0.029,0.54
179143,59,72247.58267143415,Self-employed,Radio broadcast assistant,High School,6,Cook Islands,Low,13720.959857499683,Cryptocurrency,27783.84,23677.36,718,53305.65,Misc,Campaign technology phone writer shoulder culture.,Role despite break.,ea4f0433-a9bc-4952-a4f8-c318eb67f2a3,2020-10-27,5378.64,Debit,Entertainment,Credit Card,93e9d838-1b90-4891-8e18-ceec64da46f3,Mutual Funds,9020.19,-0.116,0.17
380904,51,74177.92447239129,Student,Agricultural consultant,None,5,Pakistan,Medium,9093.879133909486,Bonds,16419.63,16753.18,683,55725.35,Education,Would sound result example fall.,That themselves with animal sound attention.,58e485ca-6f45-4722-b280-2be78a7464fb,2024-03-25,7713.15,Transfer,Education,Electronic,f989f447-1e17-4eb2-ab42-a9da5cca8b8b,Cryptocurrency,41260.63,-0.095,0.16
877547,18,67680.89202941627,Employed,Museum/gallery curator,Master,5,Serbia,Low,6753.13480839287,Cryptocurrency,30714.68,26751.21,614,43695.38,Transportation,Sense energy local political professor begin.,Value ever class marriage.,ddc90608-a17a-4501-b28a-84185f2445aa,2022-12-12,8075.23,Transfer,Misc,Electronic,693f6367-1c7b-44da-ba92-733ba1fc470b,Real Estate,12105.32,-0.013,0.25
795897,60,41255.44266912964,Retired,Telecommunications researcher,PhD,2,Italy,Medium,6997.882171306474,Bonds,86983.14,18243.09,518,30820.93,Food,Simply sing everyone rather discuss culture.,Into standard official.,5942013a-6477-4578-8aaa-36387ee522c2,2021-08-31,2072.21,Credit,Housing,Credit Card,0333003a-556f-4aac-8537-58273cf809ba,Stocks,15704.21,-0.065,0.35
657344,70,60782.73150632501,Retired,"Lighting technician, broadcasting/film/video",College,4,Fiji,High,6576.85087119998,Bonds,64838.3,39274.74,702,31730.67,Entertainment,These individual consider land born laugh real.,Shake some day rule environment.,6f9e1d98-16e7-46d3-9e73-2deaa1dab9af,2020-04-25,3144.57,Debit,Housing,Cash,dd3eb23a-36b7-49c3-a7b9-b9bf679e3c89,Bonds,19419.85,-0.018,0.22
458865,53,75529.7706140737,Employed,Chartered accountant,High School,5,Monaco,Low,13953.127995813844,ETFs,14728.97,49036.73,444,21123.44,Healthcare,Right ability sort suffer describe.,Writer agree physical at.,5529354e-37b8-4a4d-9fa1-d384989b9153,2023-10-16,4108.49,Debit,Housing,Electronic,888ee7ff-e00f-4308-9bcc-7573c857dddc,Mutual Funds,49640.6,0.023,0.09
624463,37,38227.68560539604,Student,Camera operator,High School,4,United States of America,Medium,13653.820595332621,Real Estate,87619.62,26585.58,781,92275.63,Healthcare,Tree have institution maintain democratic officer.,Executive agent southern traditional.,3639f13a-db0e-4d46-bf23-bd5026d2b46e,2023-08-04,7093.86,Transfer,Education,Check,cbf2e4b0-58b4-45a8-89ce-6686f2c7a067,Stocks,19269.57,0.142,0.39
837877,60,65603.00293431235,Self-employed,Educational psychologist,High School,1,Kazakhstan,Medium,10071.36533918217,Cryptocurrency,74502.6,19173.59,411,26480.54,Healthcare,Themselves society task as pressure training.,Care man stay campaign until effect.,8d7232fb-dcd2-453e-94f6-76ce9b4b3e4e,2020-07-23,1258.5,Debit,Misc,Cash,216b43a5-3c07-41a0-84fa-41f82c2617f4,Stocks,27949.52,-0.112,0.03
204567,24,37338.51202940033,Self-employed,Barrister's clerk,High School,2,Chile,Low,7964.818435366097,Mutual Funds,24056.25,33735.95,763,25074.43,Transportation,Throughout really ago box sport address attack weight.,Body money itself against support reach hundred.,f0efa315-b75f-4464-b72a-2149fb6cc956,2021-02-26,5147.16,Transfer,Food,Check,b6c886eb-aa75-41d8-82b2-25685197cc67,Bonds,31714.61,-0.084,0.48
751124,26,41654.46591024155,Unemployed,Fashion designer,College,3,Uzbekistan,Medium,13431.592284783505,Stocks,89409.81,7519.36,607,72848.83,Misc,Effort easy development.,Wide several get television hand rule or.,a08d1073-829c-4aca-b00d-661d5a28524f,2020-08-15,2599.79,Debit,Entertainment,Check,865a3755-d8b9-4ef1-8f20-bc0f74e8b75c,Real Estate,13460.18,0.0,0.45
765078,34,74799.53702642668,Unemployed,Arboriculturist,Master,5,Pitcairn Islands,Low,10529.47226557617,Cryptocurrency,18702.98,16855.78,722,30905.76,Healthcare,Get each computer role.,News face after remain.,95d0046c-3c77-4cc1-9026-25e41d8f8839,2020-04-22,3724.51,Credit,Transportation,Electronic,f82f4a1e-ef5b-4f77-9437-50067bdc9a16,Real Estate,13124.51,-0.117,0.24
582663,25,65545.08371084621,Unemployed,Glass blower/designer,PhD,6,Greece,High,12922.064902362421,Cryptocurrency,2858.62,46708.85,352,20281.9,Misc,Return artist shoulder six current reality especially.,Threat last off break not.,f0fa0bcb-5628-45ad-8373-08e228327ada,2020-04-16,559.06,Credit,Education,Cash,16119dc4-3788-405e-b9bd-f568638559e7,ETFs,22210.16,-0.003,0.55
107305,24,81009.29638226973,Student,"Engineer, biomedical",None,2,Brunei Darussalam,High,10521.779687616065,Mutual Funds,66188.55,29507.65,504,117851.34,Housing,Idea tell entire pretty production building.,Hard thousand learn marriage teacher study.,2f027e91-e072-4611-aea5-37938963fb15,2021-10-21,4855.6,Transfer,Housing,Electronic,f036e5e8-c4d5-4877-b2e4-1fc2c7431200,Mutual Funds,20064.0,-0.164,0.84
200300,65,42730.86521286678,Unemployed,"Radiographer, diagnostic",PhD,2,Bangladesh,Low,9054.398046114833,Cryptocurrency,45264.09,9880.65,522,106281.61,Food,Thus director crime television.,Knowledge TV somebody size hot provide less.,a8dabc97-52c2-4fd7-a274-208f262f7aab,2021-04-23,492.47,Credit,Housing,Cash,800b5f69-cfe8-4a7c-bccc-caf94c7a4dc9,Bonds,47389.98,-0.125,0.25
482711,53,63660.29443936084,Unemployed,Podiatrist,High School,2,Croatia,High,9362.254398112329,Bonds,26557.87,40641.76,645,91097.84,Food,Detail step might why upon provide different.,Capital international life full themselves direction.,62397480-cc8f-4c46-9e91-44879324067b,2021-10-15,5941.58,Credit,Food,Cash,27404c83-91fa-46a5-9ccf-9b7efbf9916a,Cryptocurrency,45608.72,-0.087,0.73
