Title,Link,Views,Priority,Keywords ,Keywords
Understanding a Wash Sale | Fidelity Investments,https://www.youtube.com/watch?v=qqAx_3Wh8dE,"32,235 views",1,,"understanding, wash, sale, fidelity, investments"
Cash Trading Rules: Avoiding Potential Violations | Fidelity Investments,https://www.youtube.com/watch?v=alodK3ORL7o,"22,206 views",1,,"cash, trading, rules, avoiding, potential"
Understanding Trade Settlement | Fidelity Investments,https://www.youtube.com/watch?v=9QqLZFFwQCA,"16,933 views",1,,"understanding, trade, settlement, fidelity, investments"
Exit Strategies | Fidelity Investments,https://www.youtube.com/watch?v=u_ZZX_5KS0E,"5,582 views",1,,"exit, strategies, fidelity, investments"
Entry Strategies | Fidelity Investments,https://www.youtube.com/watch?v=ARPunSNpP4o,"3,334 views",1,,"entry, strategies, fidelity, investments"
How Trends Can Spark Investing Ideas | Fidelity Investments,https://www.youtube.com/watch?v=Mf-pGZ866Pg,"4,497 views",1,,"how, trends, can, spark, investing"
Investing in Simple terms - Ticker Symbol | Fidelity Investments,https://www.youtube.com/watch?v=v_21v2VNI4A,"5,889 views",1,,"investing, simple, terms, ticker, symbol"
Investing in Simple terms – Shares | Fidelity Investments,https://www.youtube.com/watch?v=SfXCHZXO8PM,"4,403 views",1,,"investing, simple, terms, shares, fidelity"
Investing in Simple terms – Index | Fidelity Investments,https://www.youtube.com/watch?v=e1jKGk6qrlk,"6,925 views",1,,"investing, simple, terms, index, fidelity"
Investing in Simple terms- Bear Market | Fidelity Investments,https://www.youtube.com/watch?v=IfHS-IM7AyQ,"4,164 views",1,,"investing, simple, terms, bear, market"
Getting Started with Stock Screener | Fidelity Investments,https://www.youtube.com/watch?v=qXdJcM6LCEg,"30,398 views",1,,"getting, started, stock, screener, fidelity"
"2024 Bitcoin Price Prediction ($173,000+)",https://www.youtube.com/watch?v=urduBaABRZY,"14,108 views",2,,"bitcoin, price, prediction"
"Bitcoin EXPLODES To All Time High | $150,000 Next?",https://www.youtube.com/watch?v=FrKiVfaRRqo,"13,930 views",2,,"bitcoin, explodes, all, time, high"
Bitcoin Halving 2024: Explanation & Price Prediction,https://www.youtube.com/watch?v=GE4WGosGcHY,"100,664 views",2,,"bitcoin, halving, explanation, price, prediction"
How To Invest In Stocks For Beginners | Step By Step Guide,https://www.youtube.com/watch?v=8_iWSsoiNXs,"22,423 views",2,,"step, how, invest, stocks, beginners"
HUGE MILESTONE: Bitcoin ETF Approved. (Why It Matters),https://www.youtube.com/watch?v=X6HT-apA5rM,"19,959 views",2,,"huge, milestone, bitcoin, etf, approved"
How To ACTUALLY Retire & Live Off Your Investments,https://www.youtube.com/watch?v=1homL_QINEI,"33,211 views",2,,"how, actually, retire, live, off"
Dave Ramsey is WRONG About The 4% Rule,https://www.youtube.com/watch?v=TCcTxJmL2XY,"46,168 views",2,,"dave, ramsey, wrong, about, rule"
Here’s Why You NEED a Good Credit Score,https://www.youtube.com/watch?v=qW91_CRzrkg,"13,425 views",2,,"here, s, why, need, good"
The Future of Stocks: What to Expect in the Next 10 Years,https://www.youtube.com/watch?v=iQBobl0FdkA,"26,763 views",2,,"future, stocks, what, expect, next"
How To Get Rich With Compound Interest,https://www.youtube.com/watch?v=Ieh-6hNWJgY,"23,387 views",2,,"how, get, rich, compound, interest"
American Consumer Debt Hits $17 TRILLION | Is it as Bad as It Sounds?,https://www.youtube.com/watch?v=KUu2cg-Io_w,"16,315 views",2,,"it, as, american, consumer, debt"
The 2024 Recession: 100% Likelihood of USA Recession,https://www.youtube.com/watch?v=a7gTGqKHXGQ,"32,786 views",2,,"recession, likelihood, usa"
The Housing Market CRASH Is Coming (Don't Buy A Home Yet),https://www.youtube.com/watch?v=vAUB4QN9Vzc,"103,895 views",2,,"housing, market, crash, coming, don"
The Barbell Investing Strategy (High Risk High Reward),https://www.youtube.com/watch?v=WFpGusjZdLc,"12,355 views",2,,"high, barbell, investing, strategy, risk"
How To Invest In AI For Beginners (2023),https://www.youtube.com/watch?v=j4t_G-qmMfI,"21,685 views",2,,"how, invest, ai, beginners"
How To Make Money With Real Estate (4 PROVEN Ways),https://www.youtube.com/watch?v=ss-Ca5wnmZ0,"15,896 views",2,,"how, make, money, real, estate"
Money & Relationships: 5 Tips to Financial Success for Couples,https://www.youtube.com/watch?v=y4_CdtkcCxM,"29,827 views",2,,"money, relationships, tips, financial, success"
You Need $2.2 MILLION To Be Wealthy in 2023,https://www.youtube.com/watch?v=rv2EoRep1Vc,"25,138 views",2,,"need, million, be, wealthy"
What Is The Best Asset Allocation? | Stocks & Bonds,https://www.youtube.com/watch?v=QTOgtwcBuHc,"20,949 views",2,,"what, best, asset, allocation, stocks"
The US Government is BROKE | The 2023 Debt Ceiling,https://www.youtube.com/watch?v=4l1XtZDCupA,"44,799 views",2,,"us, government, broke, debt, ceiling"
ChatGPT Gives Me Financial Advice (NOT BAD!),https://www.youtube.com/watch?v=KkeDYQ9riiY,"23,756 views",2,,"chatgpt, gives, me, financial, advice"
Finance Pro Reacts to Investing Advice on TikTok (FUNNY),https://www.youtube.com/watch?v=peNf5gWoIzo,"26,767 views",2,,"finance, pro, reacts, investing, advice"
Is This The End Of The US Dollar? | What You NEED To Know,https://www.youtube.com/watch?v=kccXqwHVhCc,"68,743 views",2,,"this, end, us, dollar, what"
"Why I'm SMASH Buying $10,000 of SCHD (Early Retirement)",https://www.youtube.com/watch?v=k44m4VvZCyU,"124,163 views",2,,"why, i, m, smash, buying"
WARNING | The Banking Crisis Is Getting Worse,https://www.youtube.com/watch?v=TcYBTTAlMXQ,"49,806 views",2,,"warning, banking, crisis, getting, worse"
Dollar Cost Average vs Lump Sum Investing (Which Is Best?),https://www.youtube.com/watch?v=FgIlA-DXfUU,"64,256 views",2,,"dollar, cost, average, vs, lump"
The Silicon Valley Bank COLLAPSE | EXPLAINED,https://www.youtube.com/watch?v=amTSVeeaxK0,"86,936 views",2,,"silicon, valley, bank, collapse, explained"
"American Car Debt is EXPLODING Higher ($1,000 Per MONTH)",https://www.youtube.com/watch?v=15t7g2YCsIY,"87,017 views",2,,"american, car, debt, exploding, higher"
Best Place To SAVE Your Money | Guaranteed 5.1% Return!,https://www.youtube.com/watch?v=E0QrSfJySqo,"78,507 views",2,,"best, place, save, your, money"
39 Dividend Stocks That Pay Me $636.75 Per Month,https://www.youtube.com/watch?v=_C1kGztsZEU,"79,762 views",2,,"dividend, stocks, that, pay, me"
This MAJOR Recession Indicator is RED HOT...,https://www.youtube.com/watch?v=T5LQs_gw_DM,"63,595 views",2,,"this, major, recession, indicator, red"
"I JUST INVESTED $50,000 INTO THIS...",https://www.youtube.com/watch?v=fk9c99nF5Cg,"35,857 views",2,,"i, just, invested, into, this"
5 Ways To Find GREAT DEALS On Real Estate Foreclosures,https://www.youtube.com/watch?v=uXyelFeHrAg,"19,186 views",2,,"ways, find, great, deals, real"
Commercial Real Estate For Beginners | Step By Step Tutorial,https://www.youtube.com/watch?v=jxfGBQK3ZGk,"72,287 views",2,,"step, commercial, real, estate, beginners"
How I'm Investing My Money In 2023.,https://www.youtube.com/watch?v=inLKcYixfAE,"124,983 views",2,,"how, i, m, investing, my"
7 Simple Ways To Invest In Real Estate (Even If You're Broke),https://www.youtube.com/watch?v=Urp_sJk3-lY,"41,764 views",2,,"simple, ways, invest, real, estate"
How To Use Coinbase Advanced Trade (For Beginners),https://www.youtube.com/watch?v=AMDjwCK7NCo,"10,206 views",2,,"how, use, coinbase, advanced, trade"
The Ultimate Buy & Hold Portfolio (CRUSH The S&P 500),https://www.youtube.com/watch?v=D9Ec2QkQbuU,"58,522 views",2,,"ultimate, buy, hold, portfolio, crush"
How To Invest In Index Funds | Ultimate Guide,https://www.youtube.com/watch?v=cwUQ9qo-2kg,"59,933 views",2,,"how, invest, index, funds, ultimate"
3 Reasons I NEVER Use a Debit Card,https://www.youtube.com/watch?v=5pFxfUiQtbw,"43,633 views",2,,"reasons, i, never, use, debit"
How To Invest In a Bear Market (Like Rich People Do),https://www.youtube.com/watch?v=KdvI66vJ9XA,"39,172 views",2,,"how, invest, bear, market, like"
How To Pick The BEST Credit Card (For You),https://www.youtube.com/watch?v=xWxZHQw5xK8,"23,507 views",2,,"how, pick, best, credit, card"
How Much Money Do You Need To Live Off Dividends?,https://www.youtube.com/watch?v=Q-tZkOHJJJ0,"65,123 views",2,,"how, much, money, need, live"
How To Buy Treasury Bills | Step By Step Tutorial,https://www.youtube.com/watch?v=EtTkcyNt0Cg,"103,816 views",2,,"step, how, buy, treasury, bills"
The USA Is In a Debt Spiral | HUGE Debt Problem,https://www.youtube.com/watch?v=QFfgz3rCJ7Q,"47,867 views",2,,"debt, usa, spiral, huge, problem"
How To Sell Cash Secured Puts | Step By Step Tutorial,https://www.youtube.com/watch?v=_giZ3aFRXD4,"39,406 views",2,,"step, how, sell, cash, secured"
Inflation Has PEAKED (Prepare For Stagflation),https://www.youtube.com/watch?v=MMinBDK7YDw,"60,473 views",2,,"inflation, has, peaked, prepare, stagflation"
5 Simple Habits To Make You A Millionaire (NOT CLICKBAIT),https://www.youtube.com/watch?v=n0H7J9kPIdY,"78,427 views",2,,"simple, habits, make, millionaire, not"
How To Budget Your Paycheck (Do This When You Get Paid),https://www.youtube.com/watch?v=5tQuez0kbOY,"145,420 views",2,,"how, budget, your, paycheck, this"
The European Energy CRISIS (Winter Is Coming),https://www.youtube.com/watch?v=5_NdbRUNjoY,"73,440 views",2,,"european, energy, crisis, winter, coming"
The Inflation Reduction Act 2022 | How It Impacts You,https://www.youtube.com/watch?v=KWnYp6XGNLU,"103,250 views",2,,"inflation, reduction, act, how, it"
The Great DEFLATION Is Happening (Are You Prepared?),https://www.youtube.com/watch?v=sddywJwHN-o,"164,408 views",2,,"great, deflation, happening, prepared"
The Housing Market Correction Has Begun (BIG PRICE CUTS),https://www.youtube.com/watch?v=dmlRZlaCX8o,"263,234 views",2,,"housing, market, correction, has, begun"
The $7 TRILLION China Real Estate Bubble (Mortgage Boycotts),https://www.youtube.com/watch?v=cfGkct4t878,"151,862 views",2,,"trillion, china, real, estate, bubble"
The 2022 Recession Is Here (How To Prepare & Profit),https://www.youtube.com/watch?v=MVZSMUME9So,"177,953 views",2,,"recession, here, how, prepare, profit"
The TRUE Inflation Rate is EXPLODING (CPI 17.3%),https://www.youtube.com/watch?v=n7AvsIXR88Q,"127,485 views",2,,"true, inflation, rate, exploding, cpi"
The Car Loan Bubble Just Popped (HUGE Recession Indicator),https://www.youtube.com/watch?v=qx-SDTYCpDU,"734,658 views",2,,"car, loan, bubble, just, popped"
The Everything Bubble Just POPPED. (How To Protect Yourself),https://www.youtube.com/watch?v=pMpI1RkHrEQ,"142,205 views",2,,"everything, bubble, just, popped, how"
The Greatest Wealth Transfer IN HISTORY Has Begun,https://www.youtube.com/watch?v=A9dqFUk4BSY,"81,568 views",2,,"greatest, wealth, transfer, history, has"
The Housing Bubble Is Here. (CRAZY Housing Prices),https://www.youtube.com/watch?v=tjkMYRvr7DQ,"103,331 views",2,,"housing, bubble, here, crazy, prices"
How To Flip A House For Beginners (Step By Step),https://www.youtube.com/watch?v=FlttlwHicJ4,"16,025 views",2,,"step, how, flip, house, beginners"
How To Invest For Beginners With $0 | Step By Step,https://www.youtube.com/watch?v=kuXPKJzl8MA,"67,372 views",2,,"step, how, invest, beginners"
7 Reasons Why You're BROKE! (And How To Fix It),https://www.youtube.com/watch?v=EAmEkzFKOw0,"77,578 views",2,,"reasons, why, re, broke, how"
"$500,000 Bitcoin & Central Bank Digital Currencies Explained | Nik Bhatia",https://www.youtube.com/watch?v=YMUndAkGS_o,"10,059 views",2,,"bitcoin, central, bank, digital, currencies"
Stock Market for Beginners 2023 | How To Invest In Stocks,https://www.youtube.com/watch?v=EEP_tyBrFQE,"216,599 views",2,,"stock, market, beginners, how, invest"
Why Does The Stock Market Go Up? | @BrianFeroldiYT,https://www.youtube.com/watch?v=bNurcG4iwUQ,"11,327 views",2,,"why, does, stock, market, go"
10 Financial Goals to Achieve Before You’re 30,https://www.youtube.com/watch?v=5NqsuyuhsVA,"168,740 views",2,,"financial, goals, achieve, before, re"
$20 BILLION Portfolio Manager Exposes HUGE Macro Trends | Macro Alf,https://www.youtube.com/watch?v=NqjimZYYrTY,"15,668 views",2,,"macro, billion, portfolio, manager, exposes"
Creating Finance Content for MILLIONS on TikTok & YouTube | @humphrey,https://www.youtube.com/watch?v=cot691Fqz5Y,"11,271 views",2,,"creating, finance, content, millions, tiktok"
How To Save Money & Build Wealth | Nick Maggiulli,https://www.youtube.com/watch?v=yGxLw3YUdQw,"31,831 views",2,,"how, save, money, build, wealth"
The Bond Market is Collapsing | How It Impacts You,https://www.youtube.com/watch?v=czB_A5caNbQ,"63,690 views",2,,"bond, market, collapsing, how, it"
"How Much Passive Income My $383,529 Portfolio Makes Every Month",https://www.youtube.com/watch?v=vLxY19AnKFI,"75,366 views",2,,"how, much, passive, income, my"
The 7 Best Bitcoin Books You MUST Read,https://www.youtube.com/watch?v=IBi5q35I-bE,"15,556 views",2,,"best, bitcoin, books, must, read"
Housing Prices are STILL Crazy | Housing Market Update,https://www.youtube.com/watch?v=fDyHRkod-X8,"67,524 views",2,,"housing, prices, still, crazy, market"
How To Send And Receive Bitcoin | Ledger Nano,https://www.youtube.com/watch?v=2wZBfndZMnc,"111,667 views",2,,"how, send, receive, bitcoin, ledger"
What is Coast FIRE? (Financial Independence Retire Early),https://www.youtube.com/watch?v=6OX5SmWFrE8,"80,067 views",2,,"what, coast, fire, financial, independence"
Climbing The Wealth Ladder (6 Levels of Wealth),https://www.youtube.com/watch?v=sD9_tnRnCQQ,"96,628 views",2,,"wealth, climbing, ladder, levels"
US Inflation Highest In 40 Years (7.5% CPI) #Inflation,https://www.youtube.com/watch?v=ur_01UYEZFM,"50,299 views",2,,"inflation, us, highest, years, cpi"
Why 20 Cent Iced Coffee Doesn't Build Wealth,https://www.youtube.com/watch?v=RUH9FnfBFYQ,"61,009 views",2,,"why, cent, iced, coffee, doesn"
How To Profit From MASSIVE Inflation,https://www.youtube.com/watch?v=MPQ0pttjinI,"101,887 views",2,,"how, profit, from, massive, inflation"
5 Middle Class Money Traps to AVOID,https://www.youtube.com/watch?v=pgxPBj20FcA,"339,675 views",2,,"middle, class, money, traps, avoid"
"The USA is $29,000,000,000,000 In Debt",https://www.youtube.com/watch?v=b6PW2kt1jDk,"47,796 views",2,,"usa, debt"
The TRUTH About Personal Finance YouTubers,https://www.youtube.com/watch?v=vqivSNJlnO0,"44,877 views",2,,"truth, about, personal, finance, youtubers"
Index Funds vs Mutual Funds vs ETFs | Which Is Best?,https://www.youtube.com/watch?v=ugBs333NhbI,"211,919 views",2,,"funds, vs, index, mutual, etfs"
The Psychology of a Market Cycle | #Crypto #NFT #Stocks,https://www.youtube.com/watch?v=zIxyIRyuZ1w,"42,897 views",2,,"psychology, market, cycle, crypto, nft"
How To Build The Golden Butterfly Portfolio (VERY LOW RISK),https://www.youtube.com/watch?v=zkZrMfTvVXQ,"58,115 views",2,,"how, build, golden, butterfly, portfolio"
Buy. Borrow. Die. | How The Rich Stay Rich,https://www.youtube.com/watch?v=4_XFqwN9zLU,"175,793 views",2,,"rich, buy, borrow, die, how"
How To Budget For The Holidays & Get Rewarded $$$,https://www.youtube.com/watch?v=oe4CMlkhVp0,"17,481 views",2,,"how, budget, holidays, get, rewarded"
"How Much Passive Income My $239,843 Portfolio Makes Every Month",https://www.youtube.com/watch?v=UI8hTTy5HOI,"118,265 views",2,,"how, much, passive, income, my"
Becoming a Squid Game Token Millionaire #Squid,https://www.youtube.com/watch?v=svSw-L4yQA8,"33,628 views",2,,"squid, becoming, game, token, millionaire"
3 Investments That Will Change Your Life. (Seriously),https://www.youtube.com/watch?v=u2zTLnL5e3Y,"64,674 views",2,,"investments, that, will, change, your"
Bitcoin ETF Explained | Should You Invest?,https://www.youtube.com/watch?v=4Yxz09MG1bg,"95,330 views",2,,"bitcoin, etf, explained, should, invest"
7 Important Charts To Watch This Week (10/13/2021) #Investing,https://www.youtube.com/watch?v=onVuvGVUfi4,"20,250 views",2,,"important, charts, watch, this, week"
Warren Buffett Says Stocks Are Overvalued,https://www.youtube.com/watch?v=ilI2gcemjxs,"38,129 views",2,,"warren, buffett, says, stocks, overvalued"
Should You Pay Off Your Mortgage Early or Invest?,https://www.youtube.com/watch?v=Q1pmL2yOWCo,"150,234 views",2,,"should, pay, off, your, mortgage"
ROBINHOOD CITADEL GAMESTOP INSIDER TRADING? ($AMC $GME),https://www.youtube.com/watch?v=5e9lNBmzFDo,"30,429 views",2,,"robinhood, citadel, gamestop, insider, trading"
"I Invested $100,000 Into These 3 Stocks",https://www.youtube.com/watch?v=7PSGSU5AoQM,"108,554 views",2,,"i, invested, into, these, stocks"
The Federal Reserve Controls The Stock Market (The Truth),https://www.youtube.com/watch?v=ElRPki85Ss4,"45,101 views",2,,"federal, reserve, controls, stock, market"
ASK MARKO: Should I Buy a House or a Tesla?,https://www.youtube.com/watch?v=STTAAst4els,"20,854 views",2,,"ask, marko, should, i, buy"
The Housing Market Has PEAKED! (Or Has It?),https://www.youtube.com/watch?v=PWRLtPiTxME,"58,468 views",2,,"has, housing, market, peaked, or"
Where To Save Money For A House (DOWN PAYMENT),https://www.youtube.com/watch?v=hOIxQ8RRo_o,"77,079 views",2,,"where, save, money, house, down"
The 5 Best ETFs to Buy & Hold,https://www.youtube.com/watch?v=PuQpF5sBWb0,"299,444 views",2,,"best, etfs, buy, hold"
Why Used Car Prices Are EXPLODING!,https://www.youtube.com/watch?v=yk8mtR6SeG0,"99,830 views",2,,"why, used, car, prices, exploding"
Robinhood IPO: Everything You Need To Know,https://www.youtube.com/watch?v=KHawDugNahI,"28,672 views",2,,"robinhood, ipo, everything, need, know"
The All Weather Portfolio | Explained,https://www.youtube.com/watch?v=vllp2YbacDg,"35,482 views",2,,"all, weather, portfolio, explained"
How to Pay Off A Mortgage Faster (The Math),https://www.youtube.com/watch?v=1UAdFi6nQls,"170,250 views",2,,"how, pay, off, mortgage, faster"
5 Things You MUST DO To Retire | How To Retire,https://www.youtube.com/watch?v=tvYn8dwCAIU,"60,136 views",2,,"retire, things, must, how"
"$1,000/Month Passive Income Dividend Portfolio | 67 WEEK UPDATE!",https://www.youtube.com/watch?v=b-gE-kzlPDc,"94,232 views",2,,"month, passive, income, dividend, portfolio"
ELON MUSK JUST CRASHED BITCOIN!,https://www.youtube.com/watch?v=4D8BuJvM8AA,"37,928 views",2,,"elon, musk, just, crashed, bitcoin"
What is Inflation? | The Ultimate Guide to Inflation,https://www.youtube.com/watch?v=thdH80vw574,"112,310 views",2,,"inflation, what, ultimate, guide"
DOGECOIN TO THE MOON! (The Truth),https://www.youtube.com/watch?v=lpTZw5pzAbY,"73,741 views",2,,"dogecoin, moon, truth"
NEVER Do These 5 Things With Your Money!,https://www.youtube.com/watch?v=-76ELOqhyZs,"301,695 views",2,,"never, these, things, your, money"
What is Money? | Robert Breedlove,https://www.youtube.com/watch?v=JffTkZZC2z8,"25,336 views",2,,"what, money, robert, breedlove"
Coinbase IPO | Should You Invest? ($COIN),https://www.youtube.com/watch?v=L3CXBn_dyQc,"41,751 views",2,,"coinbase, ipo, should, invest, coin"
5 Types of Alternative Investments | NOT Stocks!,https://www.youtube.com/watch?v=mJQuOVnE7pU,"56,439 views",2,,"types, alternative, investments, not, stocks"
Hyperinflation Is Coming | Michael Burry Prediction,https://www.youtube.com/watch?v=0ILnJsLR63E,"84,358 views",2,,"hyperinflation, coming, michael, burry, prediction"
"$1,000/Month Passive Income Dividend Portfolio | 1 YEAR UPDATE!",https://www.youtube.com/watch?v=MG3RlNu4O6M,"114,445 views",2,,"month, passive, income, dividend, portfolio"
9 Benefits of a Paid Off House,https://www.youtube.com/watch?v=1VNsyUyUEuo,"56,811 views",2,,"benefits, paid, off, house"
What Are NFTs and How Do They Work?,https://www.youtube.com/watch?v=LU5Mv4TQEE8,"403,581 views",2,,"what, nfts, how, they, work"
How To Save Money (With NO Budget),https://www.youtube.com/watch?v=8CRn80CYp6A,"51,884 views",2,,"how, save, money, no, budget"
Tesla Buys Bitcoin | $1.5 BILLION ($TSLA $BTC),https://www.youtube.com/watch?v=PpCPWqMABr4,"48,000 views",2,,"tesla, buys, bitcoin, billion, tsla"
The Stock Market is Manipulated. ($GME $AMC $NOK),https://www.youtube.com/watch?v=eQR_nqHQ_RU,"332,627 views",2,,"stock, market, manipulated, gme, amc"
Pay Off Mortgage Early or Invest?,https://www.youtube.com/watch?v=ciDv7UcVnRM,"139,889 views",2,,"pay, off, mortgage, early, or"
How To Save For A House | Step by Step,https://www.youtube.com/watch?v=myifFj6pDl8,"76,186 views",2,,"step, how, save, house"
7 Simple Financial Goals For 2023,https://www.youtube.com/watch?v=7xlNYqNQq7g,"122,392 views",2,,"simple, financial, goals"
Stock Market for Beginners | Step by Step Guide,https://www.youtube.com/watch?v=bJHr6_skXWc,"8,580,121 views",2,,"step, stock, market, beginners, guide"
"BITCOIN ALL TIME HIGH - EXPLODES PAST $20,000 (Why It Matters)",https://www.youtube.com/watch?v=aZXBem4WEQI,"33,747 views",2,,"bitcoin, all, time, high, explodes"
How To Budget For The Holidays,https://www.youtube.com/watch?v=RZkT5HogJq4,"10,794 views",2,,"how, budget, holidays"
Should You Pay CASH For A Car? (My Thoughts),https://www.youtube.com/watch?v=gTkQ1WJ6X_M,"73,811 views",2,,"should, pay, cash, car, my"
What Is a SPAC? (SPAC Stocks 101),https://www.youtube.com/watch?v=07OSOD1xxNo,"44,527 views",2,,"spac, what, stocks"
PFIZER VACCINE | Stocks Up Big! [Great News],https://www.youtube.com/watch?v=IWa-Daya5qY,"20,348 views",2,,"pfizer, vaccine, stocks, up, big"
How To Buy Bitcoin For Beginners | Step by Step,https://www.youtube.com/watch?v=O1KaAboPX44,"257,514 views",2,,"step, how, buy, bitcoin, beginners"
"$1,000/Month Passive Income Dividend Portfolio | Ep. 1",https://www.youtube.com/watch?v=4aOulmy1vq0,"139,869 views",2,,"month, passive, income, dividend, portfolio"
Central Bank Digital Currencies Are Coming.,https://www.youtube.com/watch?v=NAdbx85lHxI,"62,265 views",2,,"central, bank, digital, currencies, coming"
Buying vs Building A House (Pros & Cons),https://www.youtube.com/watch?v=QzE1YLBnuV8,"192,018 views",2,,"buying, vs, building, house, pros"
How To Profit From The 2021 Housing Crash,https://www.youtube.com/watch?v=cSBtUb8Q-zY,"227,011 views",2,,"how, profit, from, housing, crash"
How To Build A 3 Fund Portfolio (The Lazy Portfolio),https://www.youtube.com/watch?v=3cOL-ZV-afw,"272,973 views",2,,"portfolio, how, build, fund, lazy"
5 Roth IRA Benefits You MUST Know,https://www.youtube.com/watch?v=EQZAb6hRdTw,"152,967 views",2,,"roth, ira, benefits, must, know"
Savers Are STILL Losers in 2023.,https://www.youtube.com/watch?v=tCJomat1W_0,"76,077 views",2,,"savers, still, losers"
How To Buy A House (STEP BY STEP),https://www.youtube.com/watch?v=fBP2E8J6SZ0,"567,817 views",2,,"step, how, buy, house"
What Is A Stock Split? (Stock Splits Explained),https://www.youtube.com/watch?v=U5H5kGi-1_Y,"87,419 views",2,,"stock, what, split, splits, explained"
DON'T PAY CASH AT CAR DEALERSHIPS! (Here's Why),https://www.youtube.com/watch?v=MleR3FFaKMU,"2,718,406 views",2,,"don, t, pay, cash, car"
Home Mortgages 101 (For First Time Home Buyers),https://www.youtube.com/watch?v=mU69g6Ao47A,"561,522 views",2,,"home, mortgages, first, time, buyers"
How To Invest In Gold (4 Ways),https://www.youtube.com/watch?v=fyTCqzWI18A,"308,233 views",2,,"how, invest, gold, ways"
The 3 Best Dividend ETFs (Buy & Hold),https://www.youtube.com/watch?v=8B6WqiGhfvU,"345,410 views",2,,"best, dividend, etfs, buy, hold"
"Twitter Hack: Elon Musk, Bill Gates, Jeff Bezos (SCAM!)",https://www.youtube.com/watch?v=HE1bX3WgS7Q,"32,536 views",2,,"twitter, hack, elon, musk, bill"
PPP Loan Details REVEALED! (Kanye West & Grant Cardone),https://www.youtube.com/watch?v=o3_Oo1G63o8,"90,535 views",2,,"ppp, loan, details, revealed, kanye"
When Will The Housing Market Crash? (Housing Bubble!),https://www.youtube.com/watch?v=U1xS9yZu-XU,"394,748 views",2,,"housing, when, will, market, crash"
The Fed Is Buying Corporate Bonds ($750 BILLION LOAN!),https://www.youtube.com/watch?v=dlbVprrEYog,"36,149 views",2,,"fed, buying, corporate, bonds, billion"
How To Flip A House For Beginners (Start to Finish),https://www.youtube.com/watch?v=7Ty_kn7KKxc,"672,208 views",2,,"how, flip, house, beginners, start"
STIMULUS LOAN FRAUD! (PPP Loan Forgiveness),https://www.youtube.com/watch?v=-Z3MhZksAZc,"51,792 views",2,,"loan, stimulus, fraud, ppp, forgiveness"
Should You Buy A House In 2021? (LOW INTEREST RATES!),https://www.youtube.com/watch?v=XkvYjKAgDsM,"353,980 views",2,,"should, buy, house, low, interest"
Bitcoin Halving 2020: Explanation & Price Prediction,https://www.youtube.com/watch?v=Om2-M-VMgbw,"159,995 views",2,,"bitcoin, halving, explanation, price, prediction"
Car Recession 2020: Is Now The Best Time To Buy A Car?,https://www.youtube.com/watch?v=6JcCLqhs810,"531,027 views",2,,"car, recession, now, best, time"
Oil Prices Are CRASHING! (NEGATIVE $13.10 Per Barrel?!),https://www.youtube.com/watch?v=v6Yowy8bm3M,"115,735 views",2,,"oil, prices, crashing, negative, per"
How To Manage Your Money In A Recession (RIGHT NOW!),https://www.youtube.com/watch?v=Yat7-69EIQU,"42,082 views",2,,"how, manage, your, money, recession"
How To Invest Your Stimulus Check.,https://www.youtube.com/watch?v=QwLTsYMagTg,"46,928 views",2,,"how, invest, your, stimulus, check"
UNEMPLOYED? Here Are 19 Companies That Are Hiring Right Now!,https://www.youtube.com/watch?v=HIhhPF8rWdg,"35,644 views",2,,"unemployed, here, companies, that, hiring"
"$10,000 Forgivable Stimulus Package Loan (TIME SENSITIVE!)",https://www.youtube.com/watch?v=fzHpXVDiRs0,"243,307 views",2,,"forgivable, stimulus, package, loan, time"
How To Build Wealth In A Recession,https://www.youtube.com/watch?v=BOWdlH3nAUw,"180,780 views",2,,"how, build, wealth, recession"
$1 TRILLION Stimulus Package! Corporate Bail Outs & Personal Checks!,https://www.youtube.com/watch?v=sKCm3z1aNf0,"136,453 views",2,,"trillion, stimulus, package, corporate, bail"
Fed Cuts Rates to ZERO! Announces $700 BILLION Quantitative Easing!,https://www.youtube.com/watch?v=lEOEvYyHU4o,"307,816 views",2,,"fed, cuts, rates, zero, announces"
2 BIG Reasons The Stock Market Is Crashing!,https://www.youtube.com/watch?v=inoIgmzdDT4,"100,729 views",2,,"big, reasons, stock, market, crashing"
FED RATE CUT - DOW DOWN 786 POINTS!,https://www.youtube.com/watch?v=jfc47iErlW0,"47,918 views",2,,"fed, rate, cut, dow, down"
"I'm Building A $1,000/Month Passive Income Dividend Portfolio From $0",https://www.youtube.com/watch?v=zOYlSqLNHcA,"541,974 views",2,,"i, m, building, month, passive"
Saving Money is Losing You Money in 2023,https://www.youtube.com/watch?v=Iw243sRvOY0,"263,147 views",2,,"money, saving, losing"
M1 FINANCE REVIEW 2021 - Stock Market Investing Made Easy!,https://www.youtube.com/watch?v=nWXAMekob-w,"151,601 views",2,,"m1, finance, review, stock, market"
Tesla Stock EXPLODES to $948 PER SHARE! (#TSLA),https://www.youtube.com/watch?v=4Wl7LSnE3Gs,"21,581 views",2,,"tesla, stock, explodes, per, share"
Global Virus Black Swan Event (#StockMarketCrash2021),https://www.youtube.com/watch?v=CvKuuJaLn8I,"34,119 views",2,,"global, virus, black, swan, event"
"My $1,000 Fundrise Investment Update (109 Days Later)",https://www.youtube.com/watch?v=HgDW7a2wo5Y,"88,749 views",2,,"my, fundrise, investment, update, days"
